title,code,industry,link,Assessing Authority,Quick_SKILLED VISAS,Quick_EMPLOYER-SPONSORED,Quick_STATE NOMINATION,Visa_189,Visa_190,Visa_491,Visa_485,Visa_482,Visa_186,Visa_494,Visa_407,List_All applicable lists,List_Skilled visas,List_Employer-sponsored,List_Regional employer-sponsored,List_Training,List_Skilled assessing authorities,ACT_190,ACT_491,ACT_Streams,NT_190,NT_491,NT_Streams,NSW_190,NSW_491,NSW_Streams,QLD_190,QLD_491,QLD_Streams,SA_190,SA_491,SA_Streams,TAS_190,TAS_491,TAS_Streams,VIC_190,VIC_491,VIC_Streams,WA_190,WA_491,WA_Streams
Supply Chain Analyst,224714,224714,https://www.anzscolookup.com.au/occupations/224714,VETASSESS,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Ineligible | Not listed,Ineligible | Not listed,CSOL,Not available,CSOL,Not available,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Surgeon (General),253511,253511,https://www.anzscolookup.com.au/occupations/253511,MedBA,MLTSSL,CSOL,"15 options, 190: 8 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,MedBA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Surveying Or Spatial Science Technician,312116,312116,https://www.anzscolookup.com.au/occupations/312116,VETASSESS,ROL,CSOL,"8 options, 190: 0 states, 491: 8 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | ROL,"ROL, CSOL",ROL,CSOL,ROL,ROL,VETASSESS,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Surveyor,232212,232212,https://www.anzscolookup.com.au/occupations/232212,ISNSW,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ISNSW,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Swimming Coach Or Instructor,452315,452315,https://www.anzscolookup.com.au/occupations/452315,VETASSESS,STSOL,Not available,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Systems Administrator,262113,262113,https://www.anzscolookup.com.au/occupations/262113,ACS,STSOL,CSOL,"14 options, 190: 7 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,ACS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Systems Analyst,261112,261112,https://www.anzscolookup.com.au/occupations/261112,ACS,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ACS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Taxation Accountant,221113,221113,https://www.anzscolookup.com.au/occupations/221113,CPAA / IPA / CAANZ,MLTSSL,CSOL,"11 options, 190: 5 states, 491: 6 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,"CPAA, IPA, CAANZ",Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Teacher Of English To Speakers Of Other Languages,249311,249311,https://www.anzscolookup.com.au/occupations/249311,VETASSESS,STSOL,Not available,"9 options, 190: 4 states, 491: 5 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Teacher Of The Hearing Impaired,241512,241512,https://www.anzscolookup.com.au/occupations/241512,AITSL,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,AITSL,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Teacher Of The Sight Impaired,241513,241513,https://www.anzscolookup.com.au/occupations/241513,AITSL,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,AITSL,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Technical Cable Jointer,342212,342212,https://www.anzscolookup.com.au/occupations/342212,TRA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Technical Director,212317,212317,https://www.anzscolookup.com.au/occupations/212317,VETASSESS,STSOL,CSOL,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
technical sales representatives nec,225499,225499,https://www.anzscolookup.com.au/occupations/225499,VETASSESS,STSOL,CSOL,"8 options, 190: 4 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Technical Writer,212415,212415,https://www.anzscolookup.com.au/occupations/212415,VETASSESS,STSOL,CSOL,"7 options, 190: 3 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Technicians and Trades Workers nec,399999,399999,https://www.anzscolookup.com.au/occupations/399999,TRA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Telecommunications Cable Jointer,342412,342412,https://www.anzscolookup.com.au/occupations/342412,TRA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Telecommunications Engineer,263311,263311,https://www.anzscolookup.com.au/occupations/263311,Engineers Australia,MLTSSL,Not available,"12 options, 190: 6 states, 491: 6 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Ineligible | Not listed,Ineligible | Not listed,Eligible | MLTSSL,Eligible | MLTSSL,MLTSSL,MLTSSL,Not available,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Telecommunications Field Engineer,313212,313212,https://www.anzscolookup.com.au/occupations/313212,Engineers Australia,MLTSSL,CSOL,"10 options, 190: 5 states, 491: 5 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Telecommunications Linesworker / Telecommunications Line Mechanic,342413,342413,https://www.anzscolookup.com.au/occupations/342413,TRA,STSOL,CSOL,"14 options, 190: 7 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Telecommunications Network Engineer,263312,263312,https://www.anzscolookup.com.au/occupations/263312,Engineers Australia,MLTSSL,CSOL,"12 options, 190: 6 states, 491: 6 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Telecommunications Network Planner,313213,313213,https://www.anzscolookup.com.au/occupations/313213,Engineers Australia,MLTSSL,CSOL,"10 options, 190: 5 states, 491: 5 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Telecommunications Technical Officer Or Technologist,313214,313214,https://www.anzscolookup.com.au/occupations/313214,Engineers Australia,MLTSSL,CSOL,"10 options, 190: 5 states, 491: 5 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Telecommunications Technician,342414,342414,https://www.anzscolookup.com.au/occupations/342414,TRA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
television equipment operator,399517,399517,https://www.anzscolookup.com.au/occupations/399517,TRA,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Television Journalist,212416,212416,https://www.anzscolookup.com.au/occupations/212416,VETASSESS,STSOL,CSOL,"7 options, 190: 3 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
television presenter,212114,212114,https://www.anzscolookup.com.au/occupations/212114,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Tennis Coach,452316,452316,https://www.anzscolookup.com.au/occupations/452316,VETASSESS,MLTSSL,Not available,"6 options, 190: 3 states, 491: 3 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Ineligible | Not listed,Ineligible | Not listed,Eligible | MLTSSL,Eligible | MLTSSL,MLTSSL,MLTSSL,Not available,MLTSSL,MLTSSL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
"Textile, Clothing and Footwear Mechanic",323215,323215,https://www.anzscolookup.com.au/occupations/323215,TRA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Thoracic Medicine Specialist,253324,253324,https://www.anzscolookup.com.au/occupations/253324,MedBA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,MedBA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Toolmaker,323412,323412,https://www.anzscolookup.com.au/occupations/323412,TRA,STSOL,CSOL,"7 options, 190: 4 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Tour Guide,451412,451412,https://www.anzscolookup.com.au/occupations/451412,VETASSESS,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Ineligible | Not listed,Ineligible | Not listed,CSOL,Not available,CSOL,Not available,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Traditional Chinese Medicine Practitioner,252214,252214,https://www.anzscolookup.com.au/occupations/252214,Chinese Medicine Board of Australia,STSOL,CSOL,"10 options, 190: 5 states, 491: 5 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,Chinese Medicine Board of Australia,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
training and development professional,223311,223311,https://www.anzscolookup.com.au/occupations/223311,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Translator,272413,272413,https://www.anzscolookup.com.au/occupations/272413,NAATI,ROL,CSOL,"5 options, 190: 0 states, 491: 5 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | ROL,"ROL, CSOL",ROL,CSOL,ROL,ROL,NAATI,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Transport Company Manager,149413,149413,https://www.anzscolookup.com.au/occupations/149413,VETASSESS,STSOL,Not available,"9 options, 190: 4 states, 491: 5 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Transport Engineer,233215,233215,https://www.anzscolookup.com.au/occupations/233215,Engineers Australia,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Travel Agency Manager,142116,142116,https://www.anzscolookup.com.au/occupations/142116,VETASSESS,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
